final_a,final_cond,final_err_abs,final_r,final_risk,final_s,final_step_norm,iters,max_cond,max_s,max_step_norm,min_a,status,trace_path
0.0,,,,,2.0,,2,,2.0,,0.0,ABSTAIN,C:\Users\ASUS\Desktop\SSD\case3\case3_runs\abstain\trace_sse.csv
0.9999999999999996,1.7935943060498218,2.220446049250313e-16,3.982579390826184e-16,3.982579390826184e-16,0.0,2.220446049250313e-16,3,1.7935943060498218,0.0,2.220446049250313e-16,0.9999999999999996,ALLOW,C:\Users\ASUS\Desktop\SSD\case3\case3_runs\allow\trace_sse.csv
0.9845427139325948,35353178073537.06,0.00036092219732708486,0.015699964916365633,0.015699964916365633,0.0,4.440892098500626e-16,3,35353178073537.06,0.0,4.440892098500626e-16,0.9845427139325948,DENY,C:\Users\ASUS\Desktop\SSD\case3\case3_runs\deny\trace_sse.csv
